,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
8091,57.0,0.646,0.517,3.0,-8.991,1,0.341,0.388,,0.11,0.501,97.818,221575.0,4,5
7939,38.0,0.64,0.818,11.0,-5.76,0,0.0312,0.00612,0.751,0.0989,0.644,115.996,211360.0,4,6
10407,34.0,0.549,0.867,2.0,-4.666,1,0.0371,0.0108,4.46e-06,0.171,0.486,110.032,186760.0,4,1
12060,61.0,0.287,0.78,7.0,-6.493,1,0.0469,0.049,3.71e-05,0.184,0.383,167.278,204933.0,4,10
3147,9.0,0.688,0.779,5.0,-5.988,1,0.0406,0.0221,,0.08,0.505,133.97,168500.0,4,9
1632,29.0,0.637,0.287,11.0,-14.732,0,0.155,0.734,0.935,0.112,0.199,82.008,187317.0,4,6
11876,56.0,0.252,0.872,8.0,-3.752,1,0.0777,0.00912,8.79e-06,0.109,0.399,126.938,236360.0,4,6
14960,33.0,0.529,0.861,7.0,-10.294,1,0.0507,0.000236,0.919,0.462,0.967,158.921,74000.0,4,6
17310,53.0,0.606,0.301,,-11.402,1,0.0423,0.545,0.00194,0.0419,0.457,100.979,183027.0,4,2
8561,38.0,0.598,0.738,11.0,-5.518,0,0.0472,0.255,,0.245,0.374,120.01,155700.0,4,9
17040,46.0,0.654,0.592,4.0,-8.528,0,0.0584,0.381,0.000913,0.105,0.312,119.957,208000.0,4,9
797,57.0,0.532,0.942,4.0,-3.395,0,0.0348,0.0232,0.848,0.104,0.533,95.065,199133.0,4,9
12407,,0.622,0.706,1.0,-9.86,0,0.065,0.104,,0.0926,0.961,122.405,2.75555,4,10
2262,24.0,0.692,0.301,2.0,-14.094,0,0.0403,0.938,1.42e-05,0.11,0.713,92.059,172042.0,4,2
5599,43.0,0.534,0.95,3.0,-5.612,0,0.0576,1.97e-05,5.35e-05,0.0599,0.633,145.015,188388.0,4,8
4707,43.0,0.951,0.464,2.0,-5.252,1,0.0477,0.0704,0.0332,0.135,0.947,137.039,174100.0,4,6
12190,55.0,0.602,0.837,4.0,-4.897,0,0.0408,0.111,3.01e-06,0.58,0.357,90.038,218333.0,4,10
14184,33.0,0.618,0.587,7.0,-5.585,1,0.0277,0.514,0.005,0.361,0.737,128.991,176320.0,4,10
1848,43.0,0.321,0.662,5.0,-10.374,1,0.0349,0.00352,0.503,0.105,0.199,117.853,384867.0,4,8
11906,42.0,0.525,0.366,5.0,-14.255,1,0.0295,0.0585,0.00193,0.32,0.201,112.99,174600.0,4,10
15825,63.0,0.4,0.959,2.0,-3.258,0,0.103,0.000187,4.21e-06,0.231,0.339,149.062,230093.0,4,8
8078,36.0,0.385,0.972,3.0,-3.816,0,0.0648,0.000193,0.000413,0.302,0.398,141.041,186635.0,4,1
6796,50.0,0.54,0.959,8.0,-3.775,1,0.0452,0.000817,,0.376,0.499,131.83,192213.0,4,8
13682,26.0,0.463,0.5,5.0,-13.366,1,0.0387,0.021,0.0656,0.071,0.399,130.749,1244613.0,4,10
6479,16.0,0.777,0.693,1.0,-10.473,1,0.439,0.246,0.0139,0.249,0.485,126.005,447000.0,4,1
13075,8.0,0.561,0.715,5.0,-5.918,0,0.146,0.437,1.41e-05,0.0896,0.801,116.995,208747.0,4,2
12311,49.0,0.464,0.919,1.0,-2.497,1,0.111,0.00315,0.000497,0.154,0.703,167.865,151588.0,4,10
9376,42.0,0.24,0.864,2.0,-5.59,1,0.0421,0.000119,0.411,0.157,0.528,176.78,188166.0,3,1
9772,31.0,0.382,0.693,10.0,-3.827,1,0.0306,0.261,,0.116,0.205,150.058,4.247116667,4,9
7529,44.0,0.202,0.665,,-9.097,1,0.0342,2.8e-06,0.928,0.0723,0.36,88.925,246413.0,4,6
17988,65.0,0.511,0.903,10.0,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,3.787783333,4,4
1972,52.0,0.542,0.465,2.0,-7.736,1,0.027,0.491,,0.0737,0.464,74.911,207443.0,4,9
11288,19.0,0.691,0.822,,-7.805,0,0.101,0.754,0.0488,0.261,0.733,118.981,186750.0,4,10
654,44.0,0.827,0.745,4.0,-6.832,0,0.0443,0.0762,0.83,0.0753,0.387,115.047,244707.0,4,6
3762,28.0,0.533,0.663,1.0,-8.301,0,0.0341,0.237,0.0814,0.0709,0.702,175.927,185627.0,4,6
12571,26.0,0.426,0.961,6.0,-2.859,1,0.066,7.66e-06,0.18,0.118,0.344,95.0,236000.0,4,8
10871,31.0,0.679,0.789,,-8.184,1,0.0414,0.292,0.000562,0.108,0.962,164.345,172507.0,4,9
4541,22.0,0.361,0.605,9.0,-10.283,0,0.0312,0.599,0.761,0.316,0.62,97.436,6.40555,4,3
9700,66.0,0.765,0.502,9.0,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440.0,4,10
5793,25.0,0.274,0.834,2.0,-5.982,0,0.0443,0.56,0.688,0.384,0.079,89.483,3.7,4,0
8255,41.0,0.588,0.47,11.0,-10.688,0,0.0586,9.12e-05,0.911,0.0965,0.411,120.025,293747.0,4,8
5377,20.0,0.376,0.399,4.0,-10.328,1,0.0401,0.027,0.916,0.192,0.487,70.212,141307.0,4,10
2417,43.0,0.437,0.926,9.0,-6.056,1,0.0751,0.000586,7.69e-06,0.099,0.751,169.937,180373.0,4,8
6860,14.0,0.626,0.562,7.0,-10.812,0,0.333,0.614,2.96e-06,0.316,0.618,78.21,239392.0,4,6
10853,32.0,0.308,0.758,2.0,-8.132,1,0.061,0.204,0.928,0.166,0.215,130.156,449812.0,4,10
1920,44.0,0.578,0.374,8.0,-9.501,1,0.0279,0.281,0.126,0.114,0.449,175.867,247507.0,4,6
13387,2.0,0.54,0.863,1.0,-4.483,1,0.0481,0.0138,,0.0874,0.64,77.0,3.112216667,4,4
12774,24.0,0.759,0.643,,-6.886,1,0.271,0.372,1.34e-05,0.226,0.638,176.068,132955.0,4,5
8692,38.0,0.466,0.452,6.0,-9.232,0,0.0321,0.678,1.38e-05,0.0581,0.882,126.696,4.35,4,3
17714,47.0,0.694,0.57,1.0,-10.206,1,0.0266,0.00825,0.882,0.277,0.899,128.004,226725.0,4,6
13502,30.0,0.53,0.561,9.0,-16.324,0,0.0753,0.0199,0.0794,0.349,0.754,123.59,348717.0,4,10
9582,38.0,0.384,0.936,7.0,-6.933,1,0.0745,4.8e-05,0.543,0.333,0.375,110.124,217293.0,4,8
7683,39.0,0.318,0.866,2.0,-6.787,1,0.0441,0.0124,0.000852,0.686,0.916,192.538,133253.0,4,10
13023,11.0,0.158,0.134,8.0,-22.355,1,0.0371,0.971,0.977,0.1,0.303,88.363,190558.0,3,6
4915,47.0,0.493,0.898,9.0,-3.321,1,0.0372,0.000219,0.000109,0.173,0.536,126.054,190558.0,4,6
4381,42.0,0.547,0.812,3.0,-4.703,1,0.0326,0.0213,,0.0855,0.383,117.976,254643.0,4,10
16113,35.0,0.233,0.985,7.0,-4.839,1,0.182,0.000311,0.00324,0.335,0.54,194.927,218154.0,3,10
15479,33.0,0.65,0.6,9.0,-10.615,0,0.04,0.0278,0.00121,0.811,0.795,110.016,180203.0,4,6
16537,32.0,0.479,0.761,8.0,-7.94,0,0.0501,0.0986,4.32e-06,0.133,0.443,111.7,193213.0,4,10
16553,34.0,0.721,0.702,11.0,-7.848,0,0.149,0.00861,0.000338,0.248,0.611,140.079,236670.0,4,5
8027,45.0,0.525,0.897,2.0,-7.373,1,0.0389,0.0251,0.765,0.131,0.88,121.427,206550.0,4,10
12026,,0.706,0.923,5.0,-3.818,0,0.0347,0.081,0.000599,0.0856,0.831,104.937,168262.0,4,1
13184,31.0,0.454,0.643,3.0,-7.377,1,0.0344,0.261,0.0879,0.243,0.224,91.055,255147.0,4,6
11938,49.0,0.574,0.857,6.0,-3.699,1,0.0779,0.000581,2.81e-06,0.0716,0.54,138.144,193905.0,4,10
7991,53.0,0.623,0.881,11.0,-4.633,0,0.0511,0.00247,,0.132,0.238,145.975,208500.0,4,10
1595,52.0,0.506,0.909,,-5.746,0,0.08,0.00145,0.457,0.17,0.499,100.101,315187.0,4,10
5428,8.0,0.664,0.433,8.0,-9.75,1,0.0673,0.317,,0.131,0.4,82.937,129397.0,4,5
4011,27.0,0.409,0.48,,-11.899,1,0.0311,0.0133,0.86,0.138,0.152,163.33,210000.0,4,6
606,42.0,0.52,0.305,8.0,-7.227,1,0.0384,0.791,,0.0882,0.53,101.335,173824.0,4,9
7592,23.0,0.258,0.892,7.0,-7.835,1,0.244,5.62e-05,0.753,0.117,0.0711,108.028,426500.0,4,8
15212,32.0,0.638,0.974,9.0,-3.668,1,0.0875,0.0289,0.00762,0.316,0.773,123.0,219373.0,4,10
10451,36.0,0.706,0.917,7.0,-4.123,0,0.0355,0.015,0.628,0.0385,0.382,125.407,370983.0,4,9
11152,56.0,0.782,0.825,11.0,-8.605,0,0.0436,0.0428,0.378,0.1,0.917,98.273,177792.0,4,9
7982,48.0,0.434,0.956,8.0,-4.888,1,0.141,3.02e-05,0.000252,0.119,0.174,159.977,232939.0,4,8
13735,68.0,0.561,0.722,4.0,-6.437,0,0.068,0.173,4.86e-05,0.175,0.173,103.099,234027.0,4,9
7106,74.0,0.562,0.649,9.0,-5.4,1,0.0494,0.231,,0.341,0.376,145.913,3.598883333,4,4
4091,45.0,0.477,0.648,6.0,-7.687,1,0.0498,0.0254,0.0184,0.115,0.571,89.753,185440.0,4,10
4459,73.0,0.348,0.875,11.0,-4.758,0,0.199,0.0341,,0.117,0.407,169.152,202133.0,4,6
468,34.0,0.561,0.704,9.0,-6.062,1,0.0232,0.0412,0.857,0.217,0.678,98.99,219475.0,4,6
6443,19.0,0.831,0.444,9.0,-5.787,0,0.0433,0.000351,0.000216,0.0724,0.924,121.994,192120.0,4,6
15662,92.0,0.586,0.616,5.0,-7.964,1,0.0324,0.182,,0.0927,0.719,148.088,4.034933333,4,9
13971,73.0,0.693,0.624,,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,205987.0,4,9
17965,53.0,0.697,0.777,7.0,-3.472,0,0.0834,0.0107,,0.097,0.555,103.996,151442.0,4,9
11186,43.0,0.708,0.188,,-19.226,1,0.0504,0.907,0.902,0.106,0.469,76.522,2.643466667,4,7
15638,44.0,0.24,0.548,1.0,-8.378,0,0.0325,0.00607,0.875,0.0941,0.128,127.337,350320.0,4,10
3411,23.0,0.508,0.958,11.0,-4.543,1,0.0515,5.14e-06,0.742,0.509,0.317,115.002,264000.0,3,8
191,33.0,0.283,0.41,4.0,-14.35,1,0.0423,0.00106,0.287,0.109,0.0612,91.127,323430.0,4,10
10188,56.0,0.389,0.256,10.0,-9.01,1,0.0508,0.822,,0.114,0.382,74.517,195038.0,3,9
6477,72.0,0.882,0.839,4.0,-3.193,1,0.082,0.156,,0.132,0.71,117.032,170653.0,4,9
3691,53.0,0.86,0.422,1.0,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,106800.0,4,6
16829,27.0,0.495,0.677,11.0,-13.135,1,0.159,0.0627,0.84,0.103,0.244,170.052,209722.0,4,6
11925,24.0,0.481,0.852,2.0,-7.819,1,0.0308,0.0837,0.00252,0.326,0.808,145.494,213187.0,4,10
3254,,0.6,0.517,9.0,-9.567,1,0.032,0.791,0.0187,0.108,0.645,136.521,3.027766667,4,4
12355,79.0,0.294,0.641,11.0,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067.0,4,10
4598,68.0,0.214,0.91,8.0,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,313373.0,4,10
1031,48.0,0.59,0.575,1.0,-6.42,0,0.0246,0.602,0.067,0.128,0.5,79.563,4.076216667,4,0
17247,69.0,0.443,0.956,2.0,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867.0,4,1
7222,45.0,0.578,0.826,5.0,-7.537,1,0.0405,2.16e-05,0.676,0.188,0.376,110.049,209498.0,4,10
2736,,0.506,0.73,4.0,-12.034,1,0.0754,0.585,0.914,0.395,0.823,100.849,2.84445,4,3
17797,14.0,0.39,0.92,,-6.076,1,0.0756,0.000185,0.834,0.122,0.281,129.123,236027.0,4,10
16445,73.0,0.55,0.874,4.0,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213.0,4,10
3371,52.0,0.758,0.601,4.0,-7.042,0,0.141,0.151,0.00809,0.169,0.575,126.03,201637.0,4,9
9083,34.0,0.383,0.292,9.0,-15.23,1,0.0293,0.314,1.32e-05,0.0581,0.593,104.789,2.71155,4,4
17902,45.0,0.584,0.51,,-6.403,0,0.253,0.315,,0.164,0.717,100.028,206523.0,4,9
14412,55.0,0.679,0.608,7.0,-8.334,1,0.034,0.434,1.33e-05,0.0942,0.735,111.803,246573.0,4,2
10786,26.0,0.709,0.631,7.0,-10.065,0,0.0546,0.19,0.611,0.141,0.379,121.994,287143.0,4,9
5116,52.0,0.662,0.682,7.0,-7.833,1,0.0285,0.178,0.000232,0.335,0.624,114.067,239240.0,4,10
8316,71.0,0.599,0.742,11.0,-6.886,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,184524.0,4,6
16341,27.0,0.656,0.863,1.0,-2.698,0,0.0518,0.203,2.64e-06,0.119,0.696,105.038,123429.0,4,9
13207,65.0,0.401,0.933,8.0,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,310893.0,4,10
11632,34.0,0.439,0.561,4.0,-9.507,0,0.0345,0.0026,1.18e-05,0.319,0.794,162.903,150533.0,4,2
13806,44.0,0.428,0.966,7.0,-2.207,1,0.116,0.00783,0.000167,0.0719,0.505,166.06,168937.0,4,2
5515,7.0,0.642,0.828,2.0,-6.565,1,0.0358,0.0321,0.876,0.201,0.218,134.948,242533.0,4,5
10796,38.0,0.672,0.839,2.0,-6.196,1,0.0275,0.149,,0.335,0.74,111.007,187424.0,4,10
2014,40.0,0.727,0.905,6.0,-5.274,0,0.0376,0.126,0.0358,0.125,0.876,135.969,193227.0,3,6
8305,60.0,0.697,0.41,7.0,-9.149,1,0.144,0.412,0.79,0.111,0.377,166.133,164947.0,4,1
6976,54.0,0.426,0.954,9.0,-6.121,1,0.0474,0.00144,,0.149,0.721,135.302,218666.0,4,1
11228,43.0,0.447,0.923,11.0,-4.636,0,0.0669,2.91e-05,1.45e-05,0.171,0.683,131.552,187627.0,4,6
10303,31.0,0.71,0.875,6.0,-6.983,1,0.0426,0.366,0.421,0.164,0.582,123.01,318680.0,4,1
527,82.0,0.545,0.67,9.0,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,4,10
7200,50.0,0.3,0.915,4.0,-5.691,1,0.049,0.00194,0.000332,0.147,0.51,147.116,233573.0,4,6
3275,42.0,0.668,0.632,1.0,-6.611,1,0.338,0.228,2.91e-06,0.123,0.363,120.156,202372.0,4,5
1998,75.0,0.849,0.521,11.0,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867.0,4,5
4254,11.0,0.68,0.487,8.0,-9.761,1,0.0471,0.753,,0.263,0.939,111.698,4.942666667,4,3
7375,29.0,0.742,0.536,11.0,-6.961,0,0.316,0.257,1.13e-05,0.098,0.705,154.889,123625.0,4,5
4653,53.0,0.488,0.903,6.0,-5.244,1,0.0698,0.000103,0.000219,0.218,0.189,94.037,224611.0,4,8
1078,42.0,0.551,0.636,2.0,-6.798,1,0.054,0.0837,4.28e-06,0.112,0.148,174.065,168276.0,4,9
14036,52.0,0.736,0.454,8.0,-9.339,1,0.0266,0.0746,0.121,0.339,0.396,113.994,195707.0,4,10
13627,31.0,0.435,0.841,2.0,-6.332,1,0.0532,0.00019,0.146,0.191,0.481,160.099,312453.0,4,8
11636,53.0,0.864,0.656,7.0,-7.286,1,0.104,0.263,0.00495,0.0712,0.821,115.959,235813.0,4,10
13724,42.0,0.608,0.562,,-5.63,1,0.077,0.0756,,0.103,0.66,179.988,189293.0,4,6
11671,37.0,0.619,0.726,8.0,-5.305,0,0.0278,0.0167,0.00018,0.0596,0.831,134.999,191813.0,4,10
16141,42.0,0.381,0.539,7.0,-6.761,1,0.0375,2.5e-05,0.723,0.125,0.499,127.424,282160.0,4,8
8959,71.0,0.566,0.815,9.0,-4.481,0,0.14,0.0737,,0.12,0.672,169.961,185587.0,4,10
14685,44.0,0.341,0.875,9.0,-4.581,1,0.0406,2.32e-05,0.126,0.135,0.477,78.948,180601.0,4,1
4566,55.0,0.389,0.767,2.0,-4.314,1,0.149,0.00127,,0.435,0.544,184.926,196760.0,4,1
4436,34.0,0.528,0.7,7.0,-9.43,1,0.0305,0.522,0.417,0.122,0.672,126.214,6.351016667,4,7
7173,19.0,0.767,0.667,9.0,-12.455,0,0.195,0.00647,0.907,0.622,0.872,134.913,200897.0,4,6
4133,17.0,0.666,0.709,5.0,-3.806,0,0.0733,0.0635,,0.118,0.475,150.037,5.98,4,0
17268,18.0,0.473,0.688,,-10.232,1,0.0433,0.721,0.0158,0.102,0.325,111.8,6.64285,3,0
4423,50.0,0.646,0.82,10.0,-3.618,0,0.0521,0.026,0.000171,0.191,0.438,128.061,194480.0,4,10
17192,47.0,0.587,0.653,8.0,-9.73,0,0.0302,0.703,1.86e-05,0.064,0.576,135.866,371133.0,4,10
15380,70.0,0.475,0.882,11.0,-3.883,1,0.351,0.406,,0.241,0.369,98.001,279307.0,4,5
7246,40.0,0.477,0.941,8.0,-4.152,1,0.0623,0.00287,0.00108,0.123,0.466,74.959,212743.0,4,6
13149,51.0,0.744,0.693,4.0,-6.563,0,0.0261,0.293,0.00056,0.305,0.896,99.048,228553.0,4,9
14305,75.0,0.533,0.907,11.0,-3.793,1,0.0406,0.0292,,0.386,0.7,150.99,3.052666667,4,4
728,5.0,0.578,0.883,7.0,-6.354,1,0.0439,0.000123,0.459,0.284,0.627,125.603,186533.0,4,6
4419,43.0,0.415,0.355,6.0,-10.494,0,0.0316,0.985,0.0932,0.103,0.36,113.993,2.98845,4,0
8548,29.0,0.452,0.876,11.0,-2.512,1,0.0435,0.000523,,0.268,0.445,147.079,212360.0,4,10
46,37.0,0.607,0.503,2.0,-7.406,1,0.0703,0.446,,0.173,0.473,135.606,205040.0,4,9
5657,35.0,0.431,0.782,1.0,-4.831,1,0.0374,0.00495,0.000259,0.131,0.384,160.872,178948.0,4,6
8399,16.0,0.677,0.575,10.0,-7.468,0,0.0294,0.437,,0.259,0.874,125.08,317853.0,4,9
8674,38.0,0.61,0.543,,-8.673,0,0.0419,0.175,0.0198,0.155,0.622,166.045,219640.0,4,6
12487,39.0,0.696,0.587,3.0,-6.992,0,0.059,0.128,2.17e-05,0.106,0.581,128.003,3.426666667,4,9
7298,40.0,0.352,0.927,8.0,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,183338.0,4,6
5227,65.0,0.531,0.648,1.0,-7.638,1,0.209,0.712,0.000191,0.0973,0.799,86.739,269413.0,4,5
16342,37.0,0.508,0.89,1.0,-6.592,1,0.0687,3.43e-05,0.00133,0.319,0.661,160.084,163875.0,4,1
13022,42.0,0.77,0.748,2.0,-8.906,1,0.21,0.00217,0.881,0.0905,0.729,118.931,299947.0,4,1
7731,70.0,0.365,0.763,11.0,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,204867.0,4,8
14235,28.0,0.442,0.696,5.0,-6.768,1,0.0328,0.00384,0.0159,0.163,0.0778,172.048,5.169116667,4,0
14640,56.0,0.772,0.616,,-3.667,1,0.0479,0.0494,,0.152,0.562,119.963,162091.0,4,9
4792,60.0,0.319,0.552,7.0,-6.401,1,0.0307,0.719,,0.144,0.221,93.991,4.474383333,4,3
8871,65.0,0.336,0.792,9.0,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,5.92173333,4,10
12359,54.0,0.759,0.622,8.0,-8.956,1,0.039,0.419,0.138,0.0952,0.966,159.944,157999.0,4,9
17580,50.0,0.412,0.655,2.0,-8.931,1,0.0538,0.000429,0.0487,0.29,0.102,88.573,375627.0,4,6
3131,46.0,0.474,0.948,8.0,-2.487,0,0.057,0.00855,,0.123,0.75,163.029,212187.0,4,10
2061,45.0,0.571,0.375,,-12.281,1,0.0641,0.359,,0.0963,0.599,153.573,195418.0,4,9
15863,40.0,0.363,0.872,11.0,-9.103,0,0.048,0.0743,0.929,0.231,0.238,105.06,167000.0,4,6
2180,56.0,0.51,0.9,6.0,-6.278,0,0.05,0.00569,,0.285,0.381,130.067,210406.0,4,8
11108,48.0,0.572,0.958,,-3.587,1,0.144,0.00302,1.45e-06,0.14,0.433,116.962,160907.0,4,9
12235,28.0,0.42,0.444,10.0,-6.357,1,0.0508,0.484,,0.0949,0.398,83.212,252489.0,3,2
5300,60.0,0.384,0.735,7.0,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,246267.0,4,10
12807,13.0,0.35,0.379,8.0,-10.811,1,0.0413,0.973,0.000158,0.158,0.503,89.709,4.9037,4,3
2136,20.0,0.487,0.582,11.0,-10.795,1,0.0353,0.00949,0.0797,0.0977,0.199,123.352,208773.0,4,6
12080,52.0,0.859,0.446,,-8.817,1,0.0344,0.131,0.0094,0.149,0.705,111.989,231267.0,4,6
9472,50.0,0.728,0.412,2.0,-9.236,1,0.302,0.624,0.00051,0.0964,0.502,77.861,249012.0,4,6
3760,20.0,0.674,0.772,9.0,-8.414,1,0.0401,0.0101,0.67,0.15,0.928,134.979,185800.0,4,6
2685,30.0,0.447,0.994,8.0,-5.143,1,0.185,1.42e-06,0.934,0.148,0.0771,126.057,278000.0,4,8
15642,53.0,0.498,0.748,4.0,-5.766,0,0.256,0.145,,0.0582,0.358,99.832,211418.0,4,10
2902,76.0,0.378,0.638,10.0,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0,4,9
15477,34.0,0.552,0.636,3.0,-8.602,1,0.0305,0.65,,0.291,0.539,134.842,262773.0,4,10
3455,9.0,0.369,0.387,5.0,-11.381,0,0.0359,0.993,0.702,0.129,0.746,167.715,2.974383333,4,3
14142,52.0,0.873,0.516,7.0,-11.038,0,0.273,0.434,,0.125,0.478,126.046,217136.0,4,5
15564,57.0,0.657,0.258,10.0,-12.613,1,0.0311,0.908,2.79e-06,0.116,0.318,127.725,184301.0,4,9
12788,19.0,0.602,0.867,7.0,-6.511,1,0.0705,0.346,0.0014,0.225,0.877,90.04,187744.0,4,10
10096,42.0,0.558,0.658,11.0,-7.661,1,0.0535,0.0298,,0.135,0.519,122.031,226669.0,4,1
6941,51.0,0.296,0.432,5.0,-8.677,1,0.0316,0.00059,0.899,0.237,0.216,88.13,200667.0,4,1
1649,42.0,0.423,0.885,1.0,-4.003,1,0.0481,0.000672,,0.106,0.628,75.192,173493.0,4,10
14476,58.0,0.454,0.79,11.0,-4.361,0,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,291907.0,4,10
683,26.0,0.576,0.749,1.0,-5.768,1,0.0308,0.0187,,0.122,0.434,95.999,241027.0,4,6
13531,59.0,0.66,0.698,11.0,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,214600.0,4,6
13674,40.0,0.604,0.808,,-6.135,0,0.0438,0.0126,0.0813,0.484,0.369,128.958,250693.0,4,1
8704,40.0,0.731,0.674,,-5.599,0,0.0452,0.00613,,0.369,0.305,125.938,3.33245,4,9
4046,31.0,0.377,0.976,6.0,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,141560.0,4,10
2008,19.0,0.456,0.353,9.0,-9.607,1,0.0349,0.874,9.82e-06,0.107,0.335,124.318,4.267633333,3,0
729,50.0,0.423,0.748,7.0,-3.681,1,0.0318,0.0343,,0.218,0.144,175.948,237923.0,4,10
17035,60.0,0.61,0.858,9.0,-4.867,1,0.0318,0.0284,,0.102,0.421,110.881,214813.0,4,9
12781,49.0,0.573,0.91,4.0,-7.515,1,0.0489,0.00259,0.0697,0.106,0.813,107.907,263760.0,4,10
15071,14.0,0.364,0.632,8.0,-9.131,1,0.0831,0.0169,1.06e-06,0.172,0.607,88.045,261627.0,4,6
4986,,0.483,0.436,8.0,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842,264160.0,4,6
14314,78.0,0.676,0.525,9.0,-5.88,1,0.028,0.617,,0.356,0.421,112.011,210000.0,4,10
2505,59.0,0.604,0.37,4.0,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,290733.0,3,1
10364,55.0,0.469,0.862,4.0,-6.48,0,0.109,0.000248,0.000322,0.0661,0.322,87.048,217459.0,4,10
11353,68.0,0.626,0.734,1.0,-3.96,0,0.331,0.023,,0.285,0.692,130.427,181015.0,4,9
10987,42.0,0.514,0.613,,-6.196,1,0.0247,0.000556,,0.0764,0.357,135.909,319560.0,4,10
16521,38.0,0.548,0.41,4.0,-9.006,0,0.0264,0.813,0.202,0.103,0.144,97.273,269307.0,4,10
8808,22.0,0.175,0.943,9.0,-2.502,1,0.055,2.63e-06,0.777,0.0798,0.332,107.422,396813.0,4,8
15068,33.0,0.554,0.429,8.0,-9.055,1,0.042,0.522,,0.17,0.821,82.752,180200.0,4,2
9940,29.0,0.553,0.941,7.0,-5.312,1,0.073,0.000226,0.000465,0.127,0.5,108.735,222155.0,3,8
8829,34.0,0.731,0.905,2.0,-6.459,1,0.0414,0.019,0.89,0.203,0.641,127.996,328033.0,4,6
17125,44.0,0.304,0.953,6.0,-7.701,0,0.128,0.000444,0.862,0.258,0.0865,107.395,185027.0,4,6
16716,41.0,0.386,0.94,1.0,-5.235,0,0.0871,6.8e-05,2.11e-05,0.329,0.378,150.112,188780.0,4,1
2243,80.0,0.727,0.974,4.0,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213.0,4,5
5956,86.0,0.761,0.518,,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493.0,4,9
15923,65.0,0.702,0.597,2.0,-7.067,1,0.207,0.587,3.62e-06,0.112,0.383,85.016,181852.0,4,9
804,48.0,0.806,0.149,8.0,-14.023,0,0.0583,0.924,,0.111,0.635,112.001,166699.0,4,9
4845,50.0,0.151,0.0857,7.0,-25.567,1,0.0521,0.984,0.0636,0.0899,0.0621,78.785,3.635116667,4,7
4852,73.0,0.364,0.922,,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053.0,4,10
17892,32.0,0.697,0.5,9.0,-8.995,1,0.117,0.497,,0.318,0.701,139.984,151700.0,4,9
2246,16.0,0.534,0.744,2.0,-9.455,1,0.0337,0.0572,0.000202,0.166,0.344,100.721,235000.0,4,10
7139,76.0,0.492,0.969,9.0,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333.0,4,8
2619,60.0,0.501,0.743,5.0,-6.379,0,0.0348,0.207,1.55e-05,0.0793,0.224,91.01,242093.0,4,10
8894,45.0,0.719,0.805,7.0,-9.966,0,0.0452,0.0311,0.236,0.0645,0.558,108.954,413560.0,4,5
13622,57.0,0.572,0.348,,-13.454,1,0.0293,0.438,0.000731,0.235,0.34,73.303,275267.0,4,2
1500,33.0,0.439,0.698,,-6.764,1,0.0643,0.171,3.73e-06,0.286,0.815,112.726,148800.0,3,10
7906,35.0,0.434,0.109,1.0,-15.279,1,0.0355,0.983,0.000376,0.114,0.25,93.659,347533.0,4,2
2295,55.0,0.487,0.146,,-20.742,1,0.0366,0.982,0.938,0.117,0.109,114.488,3.421783333,4,7
8074,54.0,0.493,0.402,2.0,-6.629,1,0.0309,0.619,,0.0629,0.431,155.57,3.335916667,4,3
6292,55.0,0.677,0.743,6.0,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971,248200.0,4,6
12715,21.0,0.482,0.59,4.0,-13.831,1,0.143,0.823,0.057,0.394,0.772,112.685,6.686,4,3
